OrderID,Date,Customer,Product,Category,Quantity,Price
1180,09-05-2023,Rahul Mehta,Mouse,Electronics,5,499
1181,10-03-2023,Priya Singh,Laptop,Electronics,1,45999
1182,13-10-2023,Anjali Chauhan,Smartphone,Electronics,4,15999
1183,02-10-2023,Rahul Mehta,Laptop,Electronics,5,45999
1187,15-01-2023,Neha Verma,Mouse,Electronics,3,499
1190,28-10-2023,Rohit Gupta,Laptop,Electronics,2,45999
1193,10-10-2023,Rahul Mehta,Laptop,Electronics,5,45999
1196,11-09-2023,Priya Singh,Mouse,Electronics,2,499
1199,25-07-2023,Amit Sharma,Printer,Electronics,2,8999
1200,20-02-2023,Neha Verma,Headphones,Electronics,4,1299
1203,23-08-2023,Rahul Mehta,Laptop,Electronics,2,45999
1204,19-05-2023,Rohit Gupta,Smartphone,Electronics,4,15999
1207,15-04-2023,Amit Sharma,Smartphone,Electronics,5,15999
1208,08-03-2023,Neha Verma,Printer,Electronics,2,8999
1209,05-07-2023,Amit Sharma,Mouse,Electronics,2,499
1210,14-05-2023,Priya Singh,Mouse,Electronics,3,499
1212,30-10-2023,Rahul Mehta,Laptop,Electronics,3,45999
1213,26-10-2023,Anjali Chauhan,Printer,Electronics,5,8999
1214,23-08-2023,Priya Singh,Smartphone,Electronics,4,15999
1217,27-01-2023,Rahul Mehta,Mouse,Electronics,2,499
1223,09-05-2023,Rahul Mehta,Smartphone,Electronics,1,15999
1224,29-11-2023,Priya Singh,Headphones,Electronics,4,1299
1226,18-10-2023,Priya Singh,Printer,Electronics,2,8999
1230,23-09-2023,Rahul Mehta,Mouse,Electronics,1,499
1231,12-08-2023,Rahul Mehta,Smartphone,Electronics,2,15999
1232,16-07-2023,Anjali Chauhan,Mouse,Electronics,4,499
1234,05-08-2023,Neha Verma,Mouse,Electronics,2,499
1235,05-02-2023,Priya Singh,Printer,Electronics,4,8999
1237,05-09-2023,Anjali Chauhan,Mouse,Electronics,2,499
1238,18-09-2023,Amit Sharma,Smartphone,Electronics,4,15999
1240,03-07-2023,Neha Verma,Mouse,Electronics,4,499
1241,22-09-2023,Rahul Mehta,Headphones,Electronics,1,1299
1243,27-12-2023,Amit Sharma,Smartphone,Electronics,5,15999
1244,02-09-2023,Rahul Mehta,Smartphone,Electronics,5,15999
1245,28-09-2023,Rahul Mehta,Headphones,Electronics,3,1299
1249,25-02-2023,Priya Singh,Headphones,Electronics,4,1299
1256,16-02-2023,Rahul Mehta,Smartphone,Electronics,3,15999
1258,14-06-2023,Priya Singh,Headphones,Electronics,2,1299
1265,17-04-2023,Anjali Chauhan,Smartphone,Electronics,5,15999
1266,25-07-2023,Anjali Chauhan,Laptop,Electronics,4,45999
1267,06-04-2023,Rohit Gupta,Headphones,Electronics,5,1299
1268,27-02-2023,Amit Sharma,Headphones,Electronics,5,1299
1269,01-09-2023,Anjali Chauhan,Printer,Electronics,2,8999
1270,26-11-2023,Neha Verma,Mouse,Electronics,3,499
1273,17-04-2023,Anjali Chauhan,Laptop,Electronics,2,45999
1274,30-08-2023,Neha Verma,Printer,Electronics,1,8999
1277,11-04-2023,Neha Verma,Laptop,Electronics,3,45999
1278,29-04-2023,Rohit Gupta,Printer,Electronics,5,8999
1279,29-09-2023,Neha Verma,Laptop,Electronics,2,45999
1280,01-10-2023,Anjali Chauhan,Laptop,Electronics,5,45999
1281,05-05-2023,Amit Sharma,Printer,Electronics,5,8999
1283,26-10-2023,Amit Sharma,Printer,Electronics,4,8999
1284,20-06-2023,Rohit Gupta,Printer,Electronics,1,8999
1285,19-09-2023,Anjali Chauhan,Mouse,Electronics,1,499
1286,21-02-2023,Amit Sharma,Mouse,Electronics,4,499
1287,22-04-2023,Amit Sharma,Headphones,Electronics,4,1299
1290,10-06-2023,Amit Sharma,Smartphone,Electronics,5,15999
1291,02-10-2023,Rahul Mehta,Mouse,Electronics,4,499
1295,04-11-2023,Neha Verma,Laptop,Electronics,5,45999
1297,06-05-2023,Priya Singh,Headphones,Electronics,3,1299
1300,31-08-2023,Neha Verma,Smartphone,Electronics,2,15999
1302,01-03-2023,Anjali Chauhan,Laptop,Electronics,1,45999
1303,20-06-2023,Neha Verma,Laptop,Electronics,5,45999
1304,30-10-2023,Anjali Chauhan,Printer,Electronics,1,8999
1305,05-05-2023,Rohit Gupta,Smartphone,Electronics,4,15999
1306,19-12-2023,Priya Singh,Laptop,Electronics,4,45999
1308,17-07-2023,Anjali Chauhan,Smartphone,Electronics,3,15999
1312,08-09-2023,Neha Verma,Headphones,Electronics,2,1299
1313,27-04-2023,Priya Singh,Printer,Electronics,4,8999
1314,12-08-2023,Anjali Chauhan,Smartphone,Electronics,1,15999
1315,16-08-2023,Rahul Mehta,Smartphone,Electronics,4,15999
1319,29-06-2023,Anjali Chauhan,Headphones,Electronics,2,1299
1320,27-11-2023,Rohit Gupta,Printer,Electronics,3,8999
1321,12-06-2023,Priya Singh,Printer,Electronics,5,8999
1322,27-05-2023,Amit Sharma,Printer,Electronics,3,8999
1324,26-05-2023,Rahul Mehta,Laptop,Electronics,4,45999
1326,18-02-2023,Rohit Gupta,Printer,Electronics,5,8999
1329,23-05-2023,Neha Verma,Laptop,Electronics,3,45999
1330,08-12-2023,Anjali Chauhan,Smartphone,Electronics,2,15999
1331,02-07-2023,Neha Verma,Printer,Electronics,4,8999
1332,17-12-2023,Priya Singh,Headphones,Electronics,4,1299
1333,06-10-2023,Rahul Mehta,Smartphone,Electronics,5,15999
1336,13-08-2023,Rohit Gupta,Laptop,Electronics,5,45999
1338,12-07-2023,Priya Singh,Laptop,Electronics,4,45999
1339,08-09-2023,Amit Sharma,Printer,Electronics,1,8999
1340,16-08-2023,Rahul Mehta,Headphones,Electronics,3,1299
1341,15-02-2023,Rahul Mehta,Smartphone,Electronics,5,15999
1344,22-02-2023,Rahul Mehta,Headphones,Electronics,3,1299
1346,14-10-2023,Priya Singh,Smartphone,Electronics,2,15999
1350,25-10-2023,Rohit Gupta,Headphones,Electronics,2,1299
1351,12-06-2023,Rahul Mehta,Headphones,Electronics,5,1299
1352,26-07-2023,Amit Sharma,Laptop,Electronics,4,45999
1355,24-12-2023,Neha Verma,Mouse,Electronics,4,499
1358,19-01-2023,Neha Verma,Printer,Electronics,5,8999
1359,14-12-2023,Rahul Mehta,Headphones,Electronics,4,1299
1361,29-11-2023,Rohit Gupta,Printer,Electronics,2,8999
1363,15-08-2023,Rahul Mehta,Mouse,Electronics,4,499
1364,23-08-2023,Neha Verma,Mouse,Electronics,4,499
1366,02-07-2023,Anjali Chauhan,Headphones,Electronics,4,1299
1369,30-11-2023,Amit Sharma,Printer,Electronics,4,8999
1372,21-10-2023,Neha Verma,Printer,Electronics,4,8999
1373,05-05-2023,Rohit Gupta,Smartphone,Electronics,2,15999
1374,15-10-2023,Neha Verma,Smartphone,Electronics,5,15999
1379,25-10-2023,Anjali Chauhan,Smartphone,Electronics,2,15999
1385,08-11-2023,Anjali Chauhan,Laptop,Electronics,4,45999
1386,06-08-2023,Rohit Gupta,Laptop,Electronics,4,45999
1388,31-07-2023,Neha Verma,Headphones,Electronics,1,1299
1390,21-08-2023,Anjali Chauhan,Printer,Electronics,5,8999
1392,29-12-2023,Rohit Gupta,Printer,Electronics,4,8999
1395,29-05-2023,Amit Sharma,Mouse,Electronics,4,499
1397,10-05-2023,Rahul Mehta,Smartphone,Electronics,3,15999
1400,18-04-2023,Rohit Gupta,Headphones,Electronics,2,1299
1405,30-07-2023,Priya Singh,Smartphone,Electronics,5,15999
1409,25-03-2023,Anjali Chauhan,Headphones,Electronics,3,1299
1411,07-12-2023,Amit Sharma,Printer,Electronics,4,8999
1412,03-01-2023,Priya Singh,Printer,Electronics,1,8999
1414,20-12-2023,Priya Singh,Headphones,Electronics,4,1299
1415,04-02-2023,Priya Singh,Laptop,Electronics,3,45999
1418,19-12-2023,Amit Sharma,Mouse,Electronics,4,499
1420,10-09-2023,Neha Verma,Headphones,Electronics,1,1299
1426,14-05-2023,Rahul Mehta,Smartphone,Electronics,5,15999
1427,07-01-2023,Neha Verma,Laptop,Electronics,3,45999
1429,31-03-2023,Rohit Gupta,Mouse,Electronics,5,499
1430,29-03-2023,Rahul Mehta,Laptop,Electronics,5,45999
1432,28-02-2023,Rahul Mehta,Laptop,Electronics,2,45999
1433,12-03-2023,Anjali Chauhan,Mouse,Electronics,5,499
1434,28-10-2023,Amit Sharma,Mouse,Electronics,1,499
1435,03-07-2023,Anjali Chauhan,Printer,Electronics,3,8999
1436,06-02-2023,Neha Verma,Laptop,Electronics,2,45999
1437,19-12-2023,Priya Singh,Printer,Electronics,1,8999
1441,12-06-2023,Rohit Gupta,Mouse,Electronics,3,499
1442,08-11-2023,Neha Verma,Laptop,Electronics,4,45999
1443,30-01-2023,Rohit Gupta,Mouse,Electronics,2,499
1444,14-03-2023,Anjali Chauhan,Printer,Electronics,4,8999
1446,10-02-2023,Amit Sharma,Smartphone,Electronics,4,15999
1448,28-12-2023,Neha Verma,Headphones,Electronics,1,1299
1449,12-07-2023,Rohit Gupta,Smartphone,Electronics,4,15999
1452,13-08-2023,Priya Singh,Laptop,Electronics,4,45999
1453,29-04-2023,Amit Sharma,Laptop,Electronics,5,45999
1455,23-02-2023,Amit Sharma,Headphones,Electronics,1,1299
1457,01-01-2023,Rohit Gupta,Headphones,Electronics,1,1299
1462,29-06-2023,Priya Singh,Smartphone,Electronics,3,15999
1463,17-02-2023,Priya Singh,Smartphone,Electronics,3,15999
1468,19-08-2023,Anjali Chauhan,Printer,Electronics,1,8999
1469,18-12-2023,Rahul Mehta,Smartphone,Electronics,4,15999
1470,21-02-2023,Priya Singh,Printer,Electronics,5,8999
1473,23-01-2023,Anjali Chauhan,Headphones,Electronics,3,1299
1474,04-06-2023,Anjali Chauhan,Printer,Electronics,4,8999
1475,03-02-2023,Priya Singh,Mouse,Electronics,5,499
1478,11-10-2023,Rahul Mehta,Printer,Electronics,1,8999
1479,30-12-2023,Rohit Gupta,Printer,Electronics,5,8999
1481,04-03-2023,Priya Singh,Laptop,Electronics,1,45999
1483,26-10-2023,Neha Verma,Printer,Electronics,1,8999
1484,15-04-2023,Rohit Gupta,Laptop,Electronics,3,45999
1487,19-06-2023,Amit Sharma,Mouse,Electronics,3,499
1489,10-09-2023,Anjali Chauhan,Laptop,Electronics,2,45999
1491,14-06-2023,Rahul Mehta,Printer,Electronics,4,8999
1493,19-02-2023,Anjali Chauhan,Laptop,Electronics,1,45999
1494,23-10-2023,Rahul Mehta,Headphones,Electronics,2,1299
1501,26-02-2023,Anjali Chauhan,Headphones,Electronics,2,1299
1502,29-09-2023,Neha Verma,Smartphone,Electronics,4,15999
1506,03-10-2023,Anjali Chauhan,Printer,Electronics,4,8999
1507,29-10-2023,Amit Sharma,Printer,Electronics,4,8999
1509,12-04-2023,Neha Verma,Mouse,Electronics,1,499
1510,10-11-2023,Rohit Gupta,Smartphone,Electronics,1,15999
1511,24-03-2023,Anjali Chauhan,Printer,Electronics,5,8999
1512,25-02-2023,Neha Verma,Headphones,Electronics,3,1299
1515,07-08-2023,Rahul Mehta,Smartphone,Electronics,4,15999
1519,05-04-2023,Rohit Gupta,Laptop,Electronics,4,45999
1522,23-04-2023,Rohit Gupta,Printer,Electronics,3,8999
1523,29-10-2023,Amit Sharma,Printer,Electronics,2,8999
1524,05-09-2023,Priya Singh,Headphones,Electronics,4,1299
1526,02-10-2023,Rahul Mehta,Smartphone,Electronics,5,15999
1527,23-02-2023,Rahul Mehta,Headphones,Electronics,4,1299
1530,19-11-2023,Neha Verma,Mouse,Electronics,2,499
1531,28-09-2023,Amit Sharma,Mouse,Electronics,3,499
1532,06-09-2023,Neha Verma,Printer,Electronics,4,8999
1534,18-10-2023,Neha Verma,Printer,Electronics,5,8999
1535,25-12-2023,Anjali Chauhan,Mouse,Electronics,3,499
1540,22-08-2023,Priya Singh,Laptop,Electronics,3,45999
1542,02-12-2023,Priya Singh,Smartphone,Electronics,2,15999
1550,02-08-2023,Rohit Gupta,Mouse,Electronics,3,499
1553,10-03-2023,Neha Verma,Headphones,Electronics,4,1299
1554,17-08-2023,Neha Verma,Printer,Electronics,3,8999
1555,06-03-2023,Anjali Chauhan,Printer,Electronics,5,8999
1557,22-10-2023,Amit Sharma,Mouse,Electronics,2,499
1559,17-02-2023,Priya Singh,Laptop,Electronics,3,45999
1560,18-09-2023,Priya Singh,Laptop,Electronics,1,45999
1561,27-04-2023,Rohit Gupta,Laptop,Electronics,2,45999
1563,19-02-2023,Rahul Mehta,Laptop,Electronics,1,45999
1565,16-12-2023,Priya Singh,Printer,Electronics,2,8999
1567,14-03-2023,Amit Sharma,Headphones,Electronics,3,1299
1568,16-12-2023,Amit Sharma,Mouse,Electronics,5,499
1569,10-09-2023,Priya Singh,Smartphone,Electronics,5,15999
1573,13-07-2023,Neha Verma,Mouse,Electronics,5,499
1574,29-08-2023,Amit Sharma,Smartphone,Electronics,5,15999
1575,18-08-2023,Anjali Chauhan,Headphones,Electronics,4,1299
1578,09-04-2023,Anjali Chauhan,Smartphone,Electronics,1,15999
1584,27-02-2023,Anjali Chauhan,Headphones,Electronics,3,1299
1586,23-07-2023,Neha Verma,Printer,Electronics,1,8999
1589,19-12-2023,Rohit Gupta,Smartphone,Electronics,2,15999
1591,18-12-2023,Rahul Mehta,Smartphone,Electronics,2,15999
1592,11-02-2023,Neha Verma,Mouse,Electronics,2,499
1594,03-06-2023,Amit Sharma,Smartphone,Electronics,5,15999
1595,10-04-2023,Rohit Gupta,Headphones,Electronics,3,1299
1597,18-01-2023,Rahul Mehta,Laptop,Electronics,5,45999
1598,20-08-2023,Anjali Chauhan,Mouse,Electronics,2,499
1599,16-06-2023,Amit Sharma,Smartphone,Electronics,5,15999
1600,02-05-2023,Rahul Mehta,Laptop,Electronics,5,45999
1603,25-04-2023,Rahul Mehta,Smartphone,Electronics,3,15999
1604,05-04-2023,Priya Singh,Smartphone,Electronics,1,15999
1606,15-06-2023,Amit Sharma,Headphones,Electronics,5,1299
1607,23-03-2023,Rahul Mehta,Mouse,Electronics,1,499
1611,29-11-2023,Anjali Chauhan,Mouse,Electronics,1,499
1614,25-03-2023,Rahul Mehta,Smartphone,Electronics,3,15999
1618,07-05-2023,Rahul Mehta,Headphones,Electronics,5,1299
1622,23-07-2023,Priya Singh,Headphones,Electronics,4,1299
1623,04-03-2023,Rahul Mehta,Printer,Electronics,5,8999
1624,16-08-2023,Neha Verma,Smartphone,Electronics,5,15999
1625,18-03-2023,Anjali Chauhan,Mouse,Electronics,4,499
1627,07-12-2023,Amit Sharma,Smartphone,Electronics,3,15999
1628,27-11-2023,Anjali Chauhan,Smartphone,Electronics,2,15999
1634,09-10-2023,Neha Verma,Printer,Electronics,2,8999
1635,11-09-2023,Priya Singh,Laptop,Electronics,5,45999
1636,12-12-2023,Rahul Mehta,Laptop,Electronics,5,45999
1637,29-04-2023,Priya Singh,Mouse,Electronics,2,499
1640,25-12-2023,Rahul Mehta,Printer,Electronics,3,8999
1642,04-06-2023,Anjali Chauhan,Smartphone,Electronics,4,15999
1643,22-12-2023,Anjali Chauhan,Mouse,Electronics,3,499
1645,28-08-2023,Neha Verma,Laptop,Electronics,3,45999
1646,13-04-2023,Neha Verma,Mouse,Electronics,2,499
1647,10-09-2023,Amit Sharma,Printer,Electronics,5,8999
1648,14-01-2023,Amit Sharma,Printer,Electronics,4,8999
1650,26-03-2023,Neha Verma,Smartphone,Electronics,5,15999
1651,23-10-2023,Amit Sharma,Printer,Electronics,1,8999
1654,09-05-2023,Amit Sharma,Mouse,Electronics,4,499
1656,25-04-2023,Amit Sharma,Mouse,Electronics,3,499
1657,05-07-2023,Rohit Gupta,Mouse,Electronics,2,499
1658,28-08-2023,Priya Singh,Smartphone,Electronics,5,15999
1660,15-06-2023,Priya Singh,Printer,Electronics,2,8999
1661,27-10-2023,Anjali Chauhan,Smartphone,Electronics,4,15999
1663,04-04-2023,Anjali Chauhan,Laptop,Electronics,2,45999
1665,28-01-2023,Priya Singh,Smartphone,Electronics,2,15999
1668,25-09-2023,Rahul Mehta,Headphones,Electronics,2,1299
1669,27-03-2023,Rahul Mehta,Headphones,Electronics,3,1299
1670,25-04-2023,Rohit Gupta,Headphones,Electronics,2,1299
1671,20-12-2023,Anjali Chauhan,Mouse,Electronics,1,499
1678,24-04-2023,Priya Singh,Laptop,Electronics,5,45999
1679,28-03-2023,Amit Sharma,Laptop,Electronics,2,45999
1680,25-07-2023,Priya Singh,Laptop,Electronics,2,45999
1682,25-10-2023,Amit Sharma,Mouse,Electronics,1,499
1683,30-10-2023,Priya Singh,Mouse,Electronics,4,499
1685,29-07-2023,Rahul Mehta,Laptop,Electronics,1,45999
1686,27-01-2023,Rohit Gupta,Mouse,Electronics,4,499
1688,23-11-2023,Priya Singh,Printer,Electronics,5,8999
1691,04-11-2023,Priya Singh,Laptop,Electronics,4,45999
1692,06-12-2023,Rahul Mehta,Laptop,Electronics,2,45999
1693,25-09-2023,Priya Singh,Mouse,Electronics,3,499
1697,12-12-2023,Priya Singh,Printer,Electronics,5,8999
1698,12-10-2023,Neha Verma,Printer,Electronics,4,8999
1702,24-11-2023,Priya Singh,Printer,Electronics,4,8999
1707,07-01-2023,Priya Singh,Smartphone,Electronics,1,15999
1709,04-05-2023,Neha Verma,Smartphone,Electronics,1,15999
1711,08-11-2023,Amit Sharma,Headphones,Electronics,5,1299
1713,22-02-2023,Rahul Mehta,Mouse,Electronics,2,499
1717,19-06-2023,Priya Singh,Laptop,Electronics,1,45999
1720,23-01-2023,Anjali Chauhan,Laptop,Electronics,2,45999
1724,27-01-2023,Anjali Chauhan,Headphones,Electronics,2,1299
1726,26-08-2023,Neha Verma,Headphones,Electronics,4,1299
1729,01-02-2023,Neha Verma,Mouse,Electronics,1,499
1730,29-09-2023,Priya Singh,Printer,Electronics,2,8999
1731,06-09-2023,Amit Sharma,Printer,Electronics,2,8999
1732,24-10-2023,Amit Sharma,Laptop,Electronics,1,45999
1733,20-09-2023,Neha Verma,Headphones,Electronics,3,1299
1737,27-02-2023,Rahul Mehta,Headphones,Electronics,3,1299
1738,06-08-2023,Rohit Gupta,Printer,Electronics,4,8999
1740,26-05-2023,Amit Sharma,Mouse,Electronics,4,499
1741,05-06-2023,Anjali Chauhan,Headphones,Electronics,2,1299
1742,06-10-2023,Amit Sharma,Headphones,Electronics,1,1299
1748,10-09-2023,Neha Verma,Laptop,Electronics,3,45999
1749,24-06-2023,Neha Verma,Laptop,Electronics,5,45999
1752,13-03-2023,Anjali Chauhan,Laptop,Electronics,5,45999
1753,06-08-2023,Priya Singh,Smartphone,Electronics,4,15999
1756,18-11-2023,Priya Singh,Headphones,Electronics,4,1299
1758,08-08-2023,Neha Verma,Smartphone,Electronics,3,15999
1759,19-03-2023,Rahul Mehta,Printer,Electronics,2,8999
1761,15-07-2023,Priya Singh,Laptop,Electronics,4,45999
1762,16-07-2023,Amit Sharma,Headphones,Electronics,3,1299
1763,18-12-2023,Amit Sharma,Headphones,Electronics,3,1299
1764,17-04-2023,Priya Singh,Printer,Electronics,3,8999
1766,26-11-2023,Priya Singh,Laptop,Electronics,5,45999
1767,28-05-2023,Neha Verma,Mouse,Electronics,1,499
1768,12-07-2023,Neha Verma,Smartphone,Electronics,3,15999
1773,28-09-2023,Neha Verma,Mouse,Electronics,2,499
1776,31-07-2023,Anjali Chauhan,Headphones,Electronics,5,1299
1777,26-11-2023,Amit Sharma,Printer,Electronics,3,8999
1778,20-02-2023,Neha Verma,Laptop,Electronics,5,45999
1779,21-08-2023,Anjali Chauhan,Headphones,Electronics,5,1299
1784,31-12-2023,Anjali Chauhan,Mouse,Electronics,2,499
1785,12-09-2023,Rohit Gupta,Smartphone,Electronics,4,15999
1787,07-06-2023,Neha Verma,Laptop,Electronics,5,45999
1788,10-07-2023,Rohit Gupta,Headphones,Electronics,4,1299
1789,24-05-2023,Priya Singh,Headphones,Electronics,3,1299
1790,24-07-2023,Neha Verma,Laptop,Electronics,5,45999
1792,14-05-2023,Anjali Chauhan,Laptop,Electronics,5,45999
1793,13-10-2023,Anjali Chauhan,Headphones,Electronics,3,1299
1797,03-12-2023,Rahul Mehta,Headphones,Electronics,3,1299
1798,29-04-2023,Priya Singh,Headphones,Electronics,5,1299
1802,19-12-2023,Rohit Gupta,Laptop,Electronics,1,45999
1804,22-03-2023,Rahul Mehta,Laptop,Electronics,5,45999
1808,27-07-2023,Anjali Chauhan,Headphones,Electronics,4,1299
1814,28-10-2023,Amit Sharma,Smartphone,Electronics,2,15999
1816,14-01-2023,Amit Sharma,Laptop,Electronics,2,45999
1818,18-09-2023,Neha Verma,Laptop,Electronics,1,45999
1820,20-07-2023,Rahul Mehta,Laptop,Electronics,1,45999
1822,16-08-2023,Neha Verma,Laptop,Electronics,2,45999
1825,15-01-2023,Anjali Chauhan,Laptop,Electronics,4,45999
1827,20-05-2023,Priya Singh,Headphones,Electronics,1,1299
1828,04-06-2023,Rahul Mehta,Smartphone,Electronics,4,15999
1829,01-12-2023,Rohit Gupta,Headphones,Electronics,3,1299
1831,14-08-2023,Anjali Chauhan,Laptop,Electronics,4,45999
1833,23-07-2023,Amit Sharma,Laptop,Electronics,3,45999
1834,22-12-2023,Anjali Chauhan,Printer,Electronics,3,8999
1835,19-01-2023,Neha Verma,Headphones,Electronics,4,1299
1836,15-04-2023,Anjali Chauhan,Printer,Electronics,1,8999
1837,13-06-2023,Neha Verma,Smartphone,Electronics,3,15999
1838,20-02-2023,Rahul Mehta,Mouse,Electronics,4,499
1840,12-01-2023,Rahul Mehta,Mouse,Electronics,3,499
1841,28-11-2023,Rohit Gupta,Laptop,Electronics,2,45999
1843,08-09-2023,Rohit Gupta,Mouse,Electronics,4,499
1845,26-12-2023,Anjali Chauhan,Laptop,Electronics,4,45999
1846,03-04-2023,Priya Singh,Headphones,Electronics,5,1299
1849,14-10-2023,Amit Sharma,Smartphone,Electronics,3,15999
1851,28-01-2023,Rohit Gupta,Printer,Electronics,4,8999
1852,04-08-2023,Priya Singh,Laptop,Electronics,4,45999
1853,23-07-2023,Amit Sharma,Smartphone,Electronics,1,15999
1854,05-12-2023,Anjali Chauhan,Printer,Electronics,3,8999
1855,01-05-2023,Priya Singh,Headphones,Electronics,4,1299
1857,04-04-2023,Neha Verma,Mouse,Electronics,1,499
1858,24-08-2023,Rohit Gupta,Smartphone,Electronics,2,15999
1859,06-04-2023,Rohit Gupta,Mouse,Electronics,4,499
